File Name,Scientific Name,English Common Name,Chinese Name,Category,Photo Location,iNaturalist URL
common-goldeneye.jpg,Bucephala clangula,Common Goldeneye,鹊鸭,bird,"Lake Tahoe, CA",https://www.inaturalist.org/observations?taxon_name=Bucephala%20clangula
common-merganser.jpg,Mergus merganser,Common Merganser,普通秋沙鸭,bird,"Klamath River, CA",https://www.inaturalist.org/observations?taxon_name=Mergus%20merganser
sandhill-crane.jpg,Antigone canadensis,Sandhill Crane,沙丘鹤,bird,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Antigone%20canadensis
american-coot.jpg,Fulica americana,American Coot,美洲骨顶,bird,"Lake Merritt, Oakland, CA",https://www.inaturalist.org/observations?taxon_name=Fulica%20americana
western-grebe.jpg,Aechmophorus occidentalis,Western Grebe,北美鸊鷉,bird,"Clear Lake, CA",https://www.inaturalist.org/observations?taxon_name=Aechmophorus%20occidentalis
eared-grebe.jpg,Podiceps nigricollis,Eared Grebe,黑颈鸊鷉,bird,"Mono Lake, CA",https://www.inaturalist.org/observations?taxon_name=Podiceps%20nigricollis
pied-billed-grebe.jpg,Podilymbus podiceps,Pied-billed Grebe,斑嘴鸊鷉,bird,"Tule Lake NWR, CA",https://www.inaturalist.org/observations?taxon_name=Podilymbus%20podiceps
common-loon.jpg,Gavia immer,Common Loon,普通潜鸟,bird,"Point Reyes, CA",https://www.inaturalist.org/observations?taxon_name=Gavia%20immer
pelagic-cormorant.jpg,Urile pelagicus,Pelagic Cormorant,海鸬鹚,bird,"Farallon Islands, CA",https://www.inaturalist.org/observations?taxon_name=Urile%20pelagicus
brandts-cormorant.jpg,Urile penicillatus,Brandt's Cormorant,加州鸬鹚,bird,"Point Lobos, CA",https://www.inaturalist.org/observations?taxon_name=Urile%20penicillatus
bald-eagle.jpg,Haliaeetus leucocephalus,Bald Eagle,白头海雕,bird,"Klamath Basin, CA",https://www.inaturalist.org/observations?taxon_name=Haliaeetus%20leucocephalus
golden-eagle.jpg,Aquila chrysaetos,Golden Eagle,金雕,bird,"Eastern Sierra, CA",https://www.inaturalist.org/observations?taxon_name=Aquila%20chrysaetos
red-tailed-hawk.jpg,Buteo jamaicensis,Red-tailed Hawk,红尾鵟,bird,"Golden Gate NRA, CA",https://www.inaturalist.org/observations?taxon_name=Buteo%20jamaicensis
red-shouldered-hawk.jpg,Buteo lineatus,Red-shouldered Hawk,赤肩鵟,bird,"Marin County, CA",https://www.inaturalist.org/observations?taxon_name=Buteo%20lineatus
coopers-hawk.jpg,Accipiter cooperii,Cooper's Hawk,库氏鹰,bird,"Los Angeles, CA",https://www.inaturalist.org/observations?taxon_name=Accipiter%20cooperii
northern-harrier.jpg,Circus hudsonius,Northern Harrier,白尾鷂,bird,"Carrizo Plain, CA",https://www.inaturalist.org/observations?taxon_name=Circus%20hudsonius
american-kestrel.jpg,Falco sparverius,American Kestrel,美洲隼,bird,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Falco%20sparverius
peregrine-falcon.jpg,Falco peregrinus,Peregrine Falcon,游隼,bird,"Yosemite Valley, CA",https://www.inaturalist.org/observations?taxon_name=Falco%20peregrinus
turkey-vulture.jpg,Cathartes aura,Turkey Vulture,红头美洲鹫,bird,"Big Sur, CA",https://www.inaturalist.org/observations?taxon_name=Cathartes%20aura
california-condor.jpg,Gymnogyps californianus,California Condor,加州神鹫,bird,"Pinnacles National Park, CA",https://www.inaturalist.org/observations?taxon_name=Gymnogyps%20californianus
tule-elk.jpg,Cervus canadensis nannodes,Tule Elk,图勒麋鹿,mammal,"Point Reyes NS, CA",https://www.inaturalist.org/observations?taxon_name=Cervus%20canadensis%20nannodes
mule-deer.jpg,Odocoileus hemionus,Mule Deer,黑尾鹿,mammal,"Yosemite National Park, CA",https://www.inaturalist.org/observations?taxon_name=Odocoileus%20hemionus
coyote.jpg,Canis latrans,Coyote,郊狼,mammal,"Golden Gate Park, San Francisco, CA",https://www.inaturalist.org/observations?taxon_name=Canis%20latrans
gray-fox.jpg,Urocyon cinereoargenteus,Gray Fox,灰狐,mammal,"Santa Monica Mountains, CA",https://www.inaturalist.org/observations?taxon_name=Urocyon%20cinereoargenteus
mountain-lion.jpg,Puma concolor,Mountain Lion,美洲狮,mammal,"Santa Cruz Mountains, CA",https://www.inaturalist.org/observations?taxon_name=Puma%20concolor
bobcat.jpg,Lynx rufus,Bobcat,短尾猫,mammal,"Point Reyes NS, CA",https://www.inaturalist.org/observations?taxon_name=Lynx%20rufus
black-bear.jpg,Ursus americanus,American Black Bear,美洲黑熊,mammal,"Sequoia National Park, CA",https://www.inaturalist.org/observations?taxon_name=Ursus%20americanus
raccoon.jpg,Procyon lotor,Raccoon,浣熊,mammal,"San Francisco, CA",https://www.inaturalist.org/observations?taxon_name=Procyon%20lotor
striped-skunk.jpg,Mephitis mephitis,Striped Skunk,条纹臭鼬,mammal,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Mephitis%20mephitis
california-poppy.jpg,Eschscholzia californica,California Poppy,加州花菱草,plant,"Antelope Valley, CA",https://www.inaturalist.org/observations?taxon_name=Eschscholzia%20californica
arroyo-lupine.jpg,Lupinus succulentus,Arroyo Lupine,河岸羽扇豆,plant,"Carrizo Plain, CA",https://www.inaturalist.org/observations?taxon_name=Lupinus%20succulentus
lupinus-nanus.jpg,Lupinus nanus,Sky Lupine,天空羽扇豆,plant,"Coastal grasslands, CA",https://www.inaturalist.org/observations?taxon_name=Lupinus%20nanus
california-poppy-white.jpg,Eschscholzia californica var. alba,White California Poppy,白花菱草,plant,"Coastal bluffs, CA",https://www.inaturalist.org/observations?taxon_name=Eschscholzia%20californica%20var.%20alba
baby-blue-eyes.jpg,Nemophila menziesii,Baby Blue Eyes,粉蝶花,plant,"Coastal meadows, CA",https://www.inaturalist.org/observations?taxon_name=Nemophila%20menziesii
goldfields.jpg,Lasthenia californica,Goldfields,金田菊,plant,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Lasthenia%20californica
tidy-tips.jpg,Layia platyglossa,Tidy Tips,白尖金菊,plant,"Carrizo Plain, CA",https://www.inaturalist.org/observations?taxon_name=Layia%20platyglossa
desert-sunflower.jpg,Geraea canescens,Desert Sunflower,沙漠向日葵,plant,"Anza-Borrego Desert, CA",https://www.inaturalist.org/observations?taxon_name=Geraea%20canescens
sand-verbena.jpg,Abronia villosa,Sand Verbena,沙地马鞭草,plant,"Anza-Borrego Desert, CA",https://www.inaturalist.org/observations?taxon_name=Abronia%20villosa
desert-lily.jpg,Hesperocallis undulata,Desert Lily,沙漠百合,plant,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Hesperocallis%20undulata
mariposa-lily.jpg,Calochortus venustus,Mariposa Lily,蝴蝶百合,plant,"Sierra Nevada foothills, CA",https://www.inaturalist.org/observations?taxon_name=Calochortus%20venustus
chocolate-lily.jpg,Fritillaria affinis,Chocolate Lily,巧克力百合,plant,"Coast Ranges, CA",https://www.inaturalist.org/observations?taxon_name=Fritillaria%20affinis
western-blue-eyed-grass.jpg,Sisyrinchium bellum,Western Blue-eyed Grass,蓝眼草,plant,"Coastal meadows, CA",https://www.inaturalist.org/observations?taxon_name=Sisyrinchium%20bellum
douglas-iris.jpg,Iris douglasiana,Douglas Iris,道格拉斯鸢尾,plant,"Coastal bluffs, CA",https://www.inaturalist.org/observations?taxon_name=Iris%20douglasiana
california-fuchsia.jpg,Epilobium canum,California Fuchsia,加州倒挂金钟,plant,"Coastal scrub, CA",https://www.inaturalist.org/observations?taxon_name=Epilobium%20canum
sticky-monkeyflower.jpg,Diplacus aurantiacus,Sticky Monkeyflower,猴面花,plant,"Chaparral, CA",https://www.inaturalist.org/observations?taxon_name=Diplacus%20aurantiacus
california-lilac.jpg,Ceanothus thyrsiflorus,California Lilac,加州丁香,plant,"Coastal scrub, CA",https://www.inaturalist.org/observations?taxon_name=Ceanothus%20thyrsiflorus
matilija-poppy.jpg,Romneya coulteri,Matilija Poppy,煎蛋花,plant,Southern California,https://www.inaturalist.org/observations?taxon_name=Romneya%20coulteri
pacific-tree-frog.jpg,Pseudacris regilla,Pacific Tree Frog,太平洋树蛙,amphibian,"Coastal wetlands, CA",https://www.inaturalist.org/observations?taxon_name=Pseudacris%20regilla
california-red-legged-frog.jpg,Rana draytonii,California Red-legged Frog,加州红腿蛙,amphibian,"Bay Area creeks, CA",https://www.inaturalist.org/observations?taxon_name=Rana%20draytonii
california-newt.jpg,Taricha torosa,California Newt,加州肥螈,amphibian,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Taricha%20torosa
rough-skinned-newt.jpg,Taricha granulosa,Rough-skinned Newt,粗皮蝾螈,amphibian,"North Coast forests, CA",https://www.inaturalist.org/observations?taxon_name=Taricha%20granulosa
california-tiger-salamander.jpg,Ambystoma californiense,California Tiger Salamander,加州虎纹蝾螈,amphibian,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Ambystoma%20californiense
monarch-butterfly.jpg,Danaus plexippus,Monarch Butterfly,黑脉金斑蝶,insect,"Pacific Grove, CA",https://www.inaturalist.org/observations?taxon_name=Danaus%20plexippus
western-swallowtail.jpg,Papilio rutulus,Western Tiger Swallowtail,西部燕尾蝶,insect,"Yosemite Valley, CA",https://www.inaturalist.org/observations?taxon_name=Papilio%20rutulus
painted-lady.jpg,Vanessa cardui,Painted Lady,彩蛱蝶,insect,Southern California,https://www.inaturalist.org/observations?taxon_name=Vanessa%20cardui
pipevine-swallowtail.jpg,Battus philenor,Pipevine Swallowtail,马兜铃燕尾蝶,insect,"Coast Ranges, CA",https://www.inaturalist.org/observations?taxon_name=Battus%20philenor
anna-blue.jpg,Plebejus anna,Anna's Blue,安娜蓝灰蝶,insect,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Plebejus%20anna
california-sister.jpg,Adelpha californica,California Sister,加州修女蝶,insect,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Adelpha%20californica
california-dogface.jpg,Zerene eurydice,California Dogface,加州州蝶,insect,"Sierra foothills, CA",https://www.inaturalist.org/observations?taxon_name=Zerene%20eurydice
california-quail.jpg,Callipepla californica,California Quail,加州鹌鹑,bird,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Callipepla%20californica
annas-hummingbird.jpg,Calypte anna,Anna's Hummingbird,安氏蜂鸟,bird,"Urban gardens, CA",https://www.inaturalist.org/observations?taxon_name=Calypte%20anna
rufous-hummingbird.jpg,Selasphorus rufus,Rufous Hummingbird,棕煌蜂鸟,bird,"Spring migration, CA",https://www.inaturalist.org/observations?taxon_name=Selasphorus%20rufus
western-bluebird.jpg,Sialia mexicana,Western Bluebird,西部蓝鸲,bird,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Sialia%20mexicana
acorn-woodpecker.jpg,Melanerpes formicivorus,Acorn Woodpecker,橡树啄木鸟,bird,"Coast Ranges, CA",https://www.inaturalist.org/observations?taxon_name=Melanerpes%20formicivorus
northern-flicker.jpg,Colaptes auratus,Northern Flicker,北扑翅鴷,bird,"Urban parks, CA",https://www.inaturalist.org/observations?taxon_name=Colaptes%20auratus
western-scrub-jay.jpg,Aphelocoma californica,California Scrub-Jay,加州丛鸦,bird,Throughout California,https://www.inaturalist.org/observations?taxon_name=Aphelocoma%20californica
stellers-jay.jpg,Cyanocitta stelleri,Steller's Jay,暗冠蓝鸦,bird,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Cyanocitta%20stelleri
western-meadowlark.jpg,Sturnella neglecta,Western Meadowlark,西部草地鹨,bird,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Sturnella%20neglecta
yellow-billed-magpie.jpg,Pica nuttalli,Yellow-billed Magpie,黄嘴喜鹊,bird,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Pica%20nuttalli
western-tanager.jpg,Piranga ludoviciana,Western Tanager,西部唐纳雀,bird,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Piranga%20ludoviciana
lazuli-bunting.jpg,Passerina amoena,Lazuli Bunting,琉璃彩鹀,bird,"Riparian areas, CA",https://www.inaturalist.org/observations?taxon_name=Passerina%20amoena
hooded-oriole.jpg,Icterus cucullatus,Hooded Oriole,巾冠拟鹂,bird,"Palm groves, Southern CA",https://www.inaturalist.org/observations?taxon_name=Icterus%20cucullatus
american-robin.jpg,Turdus migratorius,American Robin,旅鸫,bird,Throughout California,https://www.inaturalist.org/observations?taxon_name=Turdus%20migratorius
cedar-waxwing.jpg,Bombycilla cedrorum,Cedar Waxwing,雪松太平鸟,bird,"Urban parks, CA",https://www.inaturalist.org/observations?taxon_name=Bombycilla%20cedrorum
killdeer.jpg,Charadrius vociferus,Killdeer,双领鸻,bird,"Open fields, CA",https://www.inaturalist.org/observations?taxon_name=Charadrius%20vociferus
american-avocet.jpg,Recurvirostra americana,American Avocet,褐胸反嘴鹬,bird,"San Francisco Bay, CA",https://www.inaturalist.org/observations?taxon_name=Recurvirostra%20americana
black-necked-stilt.jpg,Himantopus mexicanus,Black-necked Stilt,黑颈长脚鹬,bird,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Himantopus%20mexicanus
western-gull.jpg,Larus occidentalis,Western Gull,西美鸥,bird,California coast,https://www.inaturalist.org/observations?taxon_name=Larus%20occidentalis
heermanns-gull.jpg,Larus heermanni,Heermann's Gull,希曼氏鸥,bird,"Monterey Bay, CA",https://www.inaturalist.org/observations?taxon_name=Larus%20heermanni
common-murre.jpg,Uria aalge,Common Murre,普通海鸦,bird,"Farallon Islands, CA",https://www.inaturalist.org/observations?taxon_name=Uria%20aalge
tufted-puffin.jpg,Fratercula cirrhata,Tufted Puffin,簇羽海鹦,bird,"Farallon Islands, CA",https://www.inaturalist.org/observations?taxon_name=Fratercula%20cirrhata
sierra-bighorn.jpg,Ovis canadensis sierrae,Sierra Nevada Bighorn Sheep,内华达大角羊,mammal,"Eastern Sierra, CA",https://www.inaturalist.org/observations?taxon_name=Ovis%20canadensis%20sierrae
desert-bighorn.jpg,Ovis canadensis nelsoni,Desert Bighorn Sheep,沙漠大角羊,mammal,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Ovis%20canadensis%20nelsoni
yellow-bellied-marmot.jpg,Marmota flaviventris,Yellow-bellied Marmot,黄腹旱獭,mammal,"Yosemite National Park, CA",https://www.inaturalist.org/observations?taxon_name=Marmota%20flaviventris
western-gray-squirrel.jpg,Sciurus griseus,Western Gray Squirrel,西部灰松鼠,mammal,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Sciurus%20griseus
california-ground-squirrel.jpg,Otospermophilus beecheyi,California Ground Squirrel,加州地松鼠,mammal,Throughout California,https://www.inaturalist.org/observations?taxon_name=Otospermophilus%20beecheyi
desert-kangaroo-rat.jpg,Dipodomys deserti,Desert Kangaroo Rat,沙漠更格卢鼠,mammal,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Dipodomys%20deserti
desert-tortoise.jpg,Gopherus agassizii,Desert Tortoise,沙漠龟,reptile,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Gopherus%20agassizii
western-fence-lizard.jpg,Sceloporus occidentalis,Western Fence Lizard,西部篱蜥,reptile,Throughout California,https://www.inaturalist.org/observations?taxon_name=Sceloporus%20occidentalis
western-rattlesnake.jpg,Crotalus oreganus,Western Rattlesnake,西部响尾蛇,reptile,"Sierra foothills, CA",https://www.inaturalist.org/observations?taxon_name=Crotalus%20oreganus
chuckwalla.jpg,Sauromalus ater,Chuckwalla,变色沙蜥,reptile,"Colorado Desert, CA",https://www.inaturalist.org/observations?taxon_name=Sauromalus%20ater
leopard-lizard.jpg,Gambelia sila,Blunt-nosed Leopard Lizard,豹斑蜥,reptile,"San Joaquin Valley, CA",https://www.inaturalist.org/observations?taxon_name=Gambelia%20sila
greater-roadrunner.jpg,Geococcyx californianus,Greater Roadrunner,走鹃,bird,Southern California deserts,https://www.inaturalist.org/observations?taxon_name=Geococcyx%20californianus
desert-tarantula.jpg,Aphonopelma spp.,Desert Tarantula,沙漠狼蛛,insect,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Aphonopelma%20spp.
california-grunion.jpg,Leuresthes tenuis,California Grunion,加州滑银鱼,fish,Southern California beaches,https://www.inaturalist.org/observations?taxon_name=Leuresthes%20tenuis
pacific-angel-shark.jpg,Squatina californica,Pacific Angel Shark,太平洋扁鲨,fish,"Channel Islands, CA",https://www.inaturalist.org/observations?taxon_name=Squatina%20californica
aggregating-anemone.jpg,Anthopleura elegantissima,Aggregating Anemone,群聚海葵,marine,California tide pools,https://www.inaturalist.org/observations?taxon_name=Anthopleura%20elegantissima
ochre-sea-star.jpg,Pisaster ochraceus,Ochre Sea Star,赭色海星,marine,California tide pools,https://www.inaturalist.org/observations?taxon_name=Pisaster%20ochraceus
california-mussel.jpg,Mytilus californianus,California Mussel,加州贻贝,marine,"Rocky intertidal, CA",https://www.inaturalist.org/observations?taxon_name=Mytilus%20californianus
purple-sea-urchin.jpg,Strongylocentrotus purpuratus,Purple Sea Urchin,紫海胆,marine,"Kelp forests, CA",https://www.inaturalist.org/observations?taxon_name=Strongylocentrotus%20purpuratus
giant-green-anemone.jpg,Anthopleura xanthogrammica,Giant Green Anemone,巨绿海葵,marine,"Tide pools, CA",https://www.inaturalist.org/observations?taxon_name=Anthopleura%20xanthogrammica
chinook-salmon.jpg,Oncorhynchus tshawytscha,Chinook Salmon,奇努克鲑鱼,fish,"Sacramento River, CA",https://www.inaturalist.org/observations?taxon_name=Oncorhynchus%20tshawytscha
coho-salmon.jpg,Oncorhynchus kisutch,Coho Salmon,银鲑,fish,"North Coast streams, CA",https://www.inaturalist.org/observations?taxon_name=Oncorhynchus%20kisutch
steelhead.jpg,Oncorhynchus mykiss,Steelhead Trout,硬头鳟,fish,"Russian River, CA",https://www.inaturalist.org/observations?taxon_name=Oncorhynchus%20mykiss
coast-redwood.jpg,Sequoia sempervirens,Coast Redwood,海岸红杉,plant,"Muir Woods National Monument, CA",https://www.inaturalist.org/observations?taxon_name=Sequoia%20sempervirens
giant-sequoia.jpg,Sequoiadendron giganteum,Giant Sequoia,巨杉,plant,"Sequoia National Park, CA",https://www.inaturalist.org/observations?taxon_name=Sequoiadendron%20giganteum
california-black-oak.jpg,Quercus kelloggii,California Black Oak,加州黑栎,plant,"Yosemite National Park, CA",https://www.inaturalist.org/observations?taxon_name=Quercus%20kelloggii
coast-live-oak.jpg,Quercus agrifolia,Coast Live Oak,海岸活橡,plant,"Coastal valleys, CA",https://www.inaturalist.org/observations?taxon_name=Quercus%20agrifolia
blue-oak.jpg,Quercus douglasii,Blue Oak,蓝橡树,plant,"Sierra Nevada foothills, CA",https://www.inaturalist.org/observations?taxon_name=Quercus%20douglasii
quaking-aspen.jpg,Populus tremuloides,Quaking Aspen,颤杨,plant,"Eastern Sierra, CA",https://www.inaturalist.org/observations?taxon_name=Populus%20tremuloides
california-buckeye.jpg,Aesculus californica,California Buckeye,加州七叶树,plant,"Coast Ranges, CA",https://www.inaturalist.org/observations?taxon_name=Aesculus%20californica
western-sycamore.jpg,Platanus racemosa,Western Sycamore,加州悬铃木,plant,"Riparian zones, CA",https://www.inaturalist.org/observations?taxon_name=Platanus%20racemosa
incense-cedar.jpg,Calocedrus decurrens,Incense Cedar,香雪松,plant,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Calocedrus%20decurrens
sugar-pine.jpg,Pinus lambertiana,Sugar Pine,糖松,plant,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Pinus%20lambertiana
manzanita.jpg,Arctostaphylos manzanita,Manzanita,熊果树,plant,"Chaparral, CA",https://www.inaturalist.org/observations?taxon_name=Arctostaphylos%20manzanita
joshua-tree.jpg,Yucca brevifolia,Joshua Tree,约书亚树,plant,"Joshua Tree National Park, CA",https://www.inaturalist.org/observations?taxon_name=Yucca%20brevifolia
creosote-bush.jpg,Larrea tridentata,Creosote Bush,木馏油灌木,plant,"Mojave Desert, CA",https://www.inaturalist.org/observations?taxon_name=Larrea%20tridentata
california-scorpion.jpg,Paruroctonus silvestrii,California Common Scorpion,加州蝎,insect,"Sierra Nevada foothills, CA",https://www.inaturalist.org/observations?taxon_name=Paruroctonus%20silvestrii
california-mantis.jpg,Stagmomantis californica,California Mantis,加州螳螂,insect,"Chaparral, CA",https://www.inaturalist.org/observations?taxon_name=Stagmomantis%20californica
dragonfly-green-darner.jpg,Anax junius,Common Green Darner,绿蜻蜓,insect,"Wetlands, CA",https://www.inaturalist.org/observations?taxon_name=Anax%20junius
ladybug-convergent.jpg,Hippodamia convergens,Convergent Lady Beetle,聚集瓢虫,insect,"Sierra Nevada, CA",https://www.inaturalist.org/observations?taxon_name=Hippodamia%20convergens
bumble-bee-yellow-faced.jpg,Bombus vosnesenskii,Yellow-faced Bumble Bee,黄脸熊蜂,insect,"Coastal meadows, CA",https://www.inaturalist.org/observations?taxon_name=Bombus%20vosnesenskii
carpenter-bee.jpg,Xylocopa californica,California Carpenter Bee,加州木蜂,insect,"Oak woodlands, CA",https://www.inaturalist.org/observations?taxon_name=Xylocopa%20californica
velvet-ant.jpg,Dasymutilla aureola,Velvet Ant,绒蚁,insect,"Desert regions, CA",https://www.inaturalist.org/observations?taxon_name=Dasymutilla%20aureola
california-sycamore-borer.jpg,Dinoptera anthracina,California Sycamore Borer,悬铃木天牛,insect,"Riparian forests, CA",https://www.inaturalist.org/observations?taxon_name=Dinoptera%20anthracina
gopher-snake.jpg,Pituophis catenifer,Gopher Snake,牛蛇,reptile,Throughout California,https://www.inaturalist.org/observations?taxon_name=Pituophis%20catenifer
california-kingsnake.jpg,Lampropeltis californiae,California Kingsnake,加州王蛇,reptile,Throughout California,https://www.inaturalist.org/observations?taxon_name=Lampropeltis%20californiae
california-whiptail.jpg,Aspidoscelis tigris munda,California Whiptail,加州鞭尾蜥,reptile,"Central Valley, CA",https://www.inaturalist.org/observations?taxon_name=Aspidoscelis%20tigris%20munda
common-nighthawk.jpg,Chordeiles minor,Common Nighthawk,普通夜鹰,bird,"Desert skies, CA",https://www.inaturalist.org/observations?taxon_name=Chordeiles%20minor
